codici_specialita,codici_ospedale,MONDAY,TUESDAY,WEDNESDAY,THURSDAY,FRIDAY,SATURDAY,SUNDAY,capacita_max
spec_37,res_01090800,"20,00","13,00","17,00","20,00","15,00","8,00","9,00","41,00"
spec_37,res_01001200,"18,00","19,00","12,00","14,00","11,00","1,00","3,00","22,00"
spec_37,res_01007901,"10,00","8,00","11,00","10,00","8,00","8,00","11,00","24,00"
spec_37,res_01061200,"2,00","4,00","1,00","4,00","5,00","0,00","0,00","6,00"
spec_37,res_01007904,"7,00","7,00","6,00","5,00","5,00","4,00","6,00","16,00"
spec_37,res_01061000,"5,00","3,00","2,00","3,00","4,00","2,00","2,00","5,00"
spec_37,res_01007902,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00"
spec_37,res_01002603,"11,00","7,00","8,00","8,00","7,00","4,00","4,00","27,00"
spec_37,res_01002601,"12,00","8,00","16,00","9,00","7,00","4,00","7,00","28,00"
spec_37,res_01002605,"6,00","5,00","7,00","8,00","6,00","5,00","4,00","17,00"
spec_37,res_01000502,"13,00","7,00","12,00","8,00","5,00","5,00","5,00","24,00"
spec_37,res_01000300,"16,00","19,00","16,00","15,00","15,00","9,00","13,00","44,00"
spec_37,res_01002604,"6,00","8,00","6,00","6,00","5,00","5,00","8,00","18,00"
spec_37,res_01000501,"4,00","10,00","3,00","4,00","4,00","3,00","3,00","13,00"
spec_37,res_01062600,"10,00","8,00","7,00","3,00","10,00","0,00","1,00","12,00"
spec_37,res_01090301,"82,00","76,00","68,00","71,00","70,00","30,00","34,00","219,00"
spec_37,res_01008500,"13,00","12,00","17,00","19,00","18,00","8,00","11,00","30,00"
spec_37,res_01088200,"7,00","4,00","6,00","2,00","1,00","1,00","3,00","12,00"
spec_37,res_01012001,"10,00","10,00","12,00","11,00","8,00","6,00","7,00","28,00"
spec_37,res_01012002,"6,00","9,00","7,00","11,00","5,00","3,00","4,00","16,00"
spec_37,res_01012402,"2,00","2,00","8,00","2,00","10,00","1,00","1,00","10,00"
spec_37,res_01000902,"6,00","4,00","9,00","4,00","6,00","4,00","5,00","14,00"
spec_37,res_01012401,"11,00","11,00","9,00","6,00","9,00","9,00","7,00","20,00"
spec_37,res_01000901,"9,00","10,00","12,00","12,00","13,00","5,00","6,00","22,00"
spec_37,res_01000700,"12,00","9,00","13,00","8,00","11,00","6,00","7,00","27,00"
spec_37,res_01090501,"22,00","27,00","22,00","23,00","19,00","13,00","13,00","54,00"
spec_37,res_01090702,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","1,00"
spec_37,res_01090701,"16,00","19,00","18,00","20,00","13,00","8,00","11,00","42,00"
spec_37,res_01001700,"10,00","11,00","12,00","9,00","10,00","7,00","7,00","28,00"
spec_37,res_01001901,"11,00","7,00","10,00","11,00","8,00","9,00","8,00","24,00"
spec_37,res_01061800,"4,00","8,00","10,00","7,00","3,00","0,00","1,00","14,00"
spec_37,res_01000402,"12,00","14,00","14,00","14,00","12,00","8,00","9,00","35,00"
spec_37,res_01000403,"6,00","10,00","9,00","6,00","8,00","4,00","6,00","19,00"
spec_37,res_01002301,"6,00","11,00","4,00","7,00","5,00","3,00","5,00","16,00"
spec_37,res_01000602,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00"
spec_37,res_01000401,"10,00","7,00","12,00","8,00","11,00","4,00","6,00","24,00"
spec_37,res_01002302,"4,00","11,00","13,00","10,00","12,00","7,00","6,00","24,00"
spec_37,res_01003001,"9,00","11,00","11,00","11,00","10,00","8,00","8,00","26,00"
spec_37,res_01012601,"14,00","13,00","11,00","13,00","11,00","8,00","12,00","36,00"
spec_37,res_01000601,"14,00","10,00","12,00","10,00","12,00","12,00","8,00","27,00"
spec_37,res_01012602,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00"
spec_37,res_01064200,"3,00","2,00","6,00","7,00","6,00","0,00","2,00","10,00"
spec_60,res_01063300,"5,00","4,00","4,00","5,00","5,00","4,00","1,00","75,00"
spec_60,res_01089700,"3,00","3,00","3,00","3,00","2,00","1,00","0,00","19,00"
spec_60,res_01062900,"13,00","8,00","8,00","6,00","9,00","2,00","0,00","129,00"
spec_60,res_01000801,"3,00","4,00","4,00","7,00","4,00","2,00","3,00","48,00"
spec_60,res_01090400,"2,00","2,00","2,00","2,00","2,00","1,00","1,00","12,00"
spec_60,res_01090600,"2,00","2,00","2,00","2,00","2,00","2,00","1,00","12,00"
spec_60,res_01065600,"1,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00"
spec_60,res_01090800,"5,00","3,00","4,00","4,00","3,00","2,00","2,00","24,00"
spec_60,res_01061400,"3,00","3,00","4,00","2,00","5,00","3,00","2,00","28,00"
spec_60,res_01063100,"2,00","3,00","2,00","1,00","2,00","3,00","0,00","31,00"
spec_60,res_01007905,"2,00","3,00","5,00","2,00","3,00","1,00","1,00","21,00"
spec_60,res_01007902,"2,00","3,00","3,00","2,00","2,00","2,00","1,00","7,00"
spec_60,res_01089100,"2,00","2,00","1,00","5,00","2,00","1,00","1,00","37,00"
spec_60,res_01062200,"4,00","5,00","5,00","6,00","4,00","4,00","0,00","86,00"
spec_60,res_01002602,"2,00","2,00","3,00","2,00","2,00","0,00","0,00","14,00"
spec_60,res_01002601,"2,00","2,00","2,00","2,00","1,00","1,00","0,00","11,00"
spec_60,res_01002606,"2,00","2,00","3,00","2,00","2,00","0,00","1,00","12,00"
spec_60,res_01002604,"2,00","3,00","1,00","1,00","2,00","0,00","0,00","5,00"
spec_60,res_01062000,"2,00","3,00","2,00","2,00","1,00","1,00","0,00","29,00"
spec_60,res_01008500,"3,00","2,00","3,00","2,00","3,00","2,00","2,00","23,00"
spec_60,res_01012001,"3,00","2,00","3,00","2,00","2,00","1,00","0,00","20,00"
spec_60,res_01012002,"3,00","3,00","3,00","3,00","4,00","1,00","1,00","19,00"
spec_60,res_01063200,"4,00","3,00","3,00","3,00","4,00","1,00","0,00","26,00"
spec_60,res_01063400,"6,00","5,00","6,00","5,00","5,00","6,00","9,00","74,00"
spec_60,res_01000901,"2,00","2,00","2,00","2,00","3,00","1,00","0,00","24,00"
spec_60,res_01090701,"2,00","3,00","2,00","3,00","2,00","2,00","1,00","17,00"
spec_60,res_01061500,"4,00","2,00","3,00","3,00","1,00","2,00","1,00","25,00"
spec_60,res_01001903,"2,00","2,00","2,00","2,00","1,00","1,00","1,00","25,00"
spec_60,res_01061700,"3,00","5,00","4,00","3,00","1,00","4,00","8,00","49,00"
spec_60,res_01063000,"4,00","3,00","4,00","3,00","4,00","0,00","0,00","45,00"
spec_60,res_01062100,"2,00","2,00","2,00","2,00","2,00","0,00","0,00","20,00"
spec_60,res_01064600,"5,00","6,00","6,00","5,00","6,00","2,00","1,00","102,00"
spec_60,res_01064400,"5,00","6,00","5,00","5,00","6,00","2,00","0,00","128,00"
spec_60,res_01002701,"1,00","2,00","2,00","2,00","3,00","0,00","0,00","10,00"
spec_60,res_01061800,"1,00","1,00","2,00","1,00","2,00","2,00","0,00","10,00"
spec_60,res_01064800,"4,00","5,00","4,00","4,00","4,00","1,00","0,00","35,00"
spec_60,res_01002303,"3,00","3,00","3,00","2,00","3,00","4,00","2,00","51,00"
spec_60,res_01002702,"2,00","3,00","3,00","2,00","3,00","1,00","0,00","31,00"
spec_60,res_01000403,"3,00","2,00","3,00","11,00","2,00","1,00","0,00","25,00"
spec_60,res_01002304,"4,00","4,00","5,00","4,00","5,00","0,00","0,00","74,00"
spec_60,res_01003003,"3,00","3,00","3,00","2,00","3,00","1,00","0,00","29,00"
spec_60,res_01003002,"2,00","3,00","3,00","3,00","3,00","0,00","0,00","21,00"
spec_60,res_01062700,"3,00","3,00","2,00","2,00","2,00","3,00","1,00","16,00"
spec_60,res_01064000,"2,00","2,00","2,00","2,00","3,00","0,00","0,00","18,00"
spec_60,res_01012602,"1,00","2,00","2,00","2,00","2,00","2,00","1,00","11,00"
spec_60,res_01064200,"3,00","2,00","3,00","2,00","3,00","0,00","0,00","18,00"
spec_09,res_01089700,"3,00","4,00","3,00","3,00","4,00","1,00","5,00","13,00"
spec_09,res_01000801,"6,00","6,00","9,00","6,00","5,00","4,00","7,00","35,00"
spec_09,res_01090600,"11,00","17,00","18,00","9,00","16,00","6,00","6,00","39,00"
spec_09,res_01065600,"4,00","2,00","2,00","6,00","3,00","1,00","1,00","7,00"
spec_09,res_01000802,"1,00","1,00","1,00","0,00","1,00","0,00","0,00","1,00"
spec_09,res_01007901,"9,00","9,00","7,00","9,00","6,00","8,00","10,00","42,00"
spec_09,res_01007905,"1,00","1,00","1,00","1,00","1,00","1,00","1,00","8,00"
spec_09,res_01007904,"5,00","8,00","6,00","6,00","6,00","3,00","4,00","16,00"
spec_09,res_01061000,"12,00","12,00","15,00","13,00","12,00","10,00","3,00","26,00"
spec_09,res_01064300,"8,00","3,00","2,00","4,00","9,00","1,00","3,00","10,00"
spec_09,res_01000503,"6,00","10,00","5,00","15,00","11,00","8,00","0,00","15,00"
spec_09,res_01000502,"13,00","6,00","8,00","6,00","5,00","3,00","4,00","23,00"
spec_09,res_01000501,"4,00","5,00","5,00","7,00","6,00","4,00","5,00","22,00"
spec_09,res_01062800,"6,00","5,00","4,00","4,00","14,00","1,00","3,00","14,00"
spec_09,res_01008500,"10,00","9,00","9,00","13,00","12,00","4,00","6,00","27,00"
spec_09,res_01065500,"1,00","3,00","3,00","5,00","2,00","0,00","0,00","5,00"
spec_09,res_01000700,"5,00","6,00","7,00","4,00","5,00","3,00","4,00","21,00"
spec_09,res_01090501,"14,00","10,00","8,00","11,00","11,00","5,00","4,00","35,00"
spec_09,res_01001700,"9,00","7,00","6,00","7,00","9,00","3,00","4,00","22,00"
spec_09,res_01002301,"12,00","9,00","9,00","10,00","8,00","5,00","3,00","29,00"
spec_09,res_01003002,"0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00"
spec_09,res_01000602,"7,00","3,00","9,00","2,00","12,00","1,00","3,00","18,00"
spec_09,res_01002302,"8,00","3,00","10,00","8,00","9,00","3,00","3,00","20,00"
spec_09,res_01003001,"9,00","9,00","10,00","9,00","5,00","5,00","5,00","32,00"
spec_09,res_01012601,"5,00","8,00","7,00","7,00","5,00","3,00","2,00","17,00"
spec_09,res_01000601,"12,00","11,00","13,00","9,00","6,00","3,00","6,00","39,00"
spec_09,res_01064000,"3,00","8,00","7,00","7,00","4,00","0,00","0,00","10,00"
spec_09,res_01012602,"7,00","12,00","9,00","7,00","10,00","4,00","3,00","32,00"
spec_09,res_01090201,"3,00","5,00","5,00","5,00","2,00","2,00","3,00","18,00"
spec_09,res_01090400,"5,00","7,00","7,00","5,00","4,00","3,00","4,00","22,00"
spec_09,res_01090800,"15,00","13,00","9,00","10,00","5,00","3,00","5,00","44,00"
spec_09,res_01001200,"7,00","6,00","8,00","6,00","3,00","0,00","0,00","11,00"
spec_09,res_01061200,"9,00","5,00","5,00","9,00","7,00","1,00","3,00","12,00"
spec_09,res_01002603,"11,00","9,00","11,00","11,00","10,00","4,00","7,00","47,00"
spec_09,res_01002601,"9,00","8,00","8,00","7,00","8,00","4,00","4,00","22,00"
spec_09,res_01002606,"3,00","3,00","2,00","3,00","2,00","3,00","4,00","10,00"
spec_09,res_01002605,"5,00","6,00","4,00","4,00","5,00","3,00","5,00","24,00"
spec_09,res_01064900,"9,00","12,00","9,00","10,00","15,00","0,00","0,00","16,00"
spec_09,res_01000300,"11,00","12,00","15,00","13,00","9,00","6,00","6,00","34,00"
spec_09,res_01002604,"6,00","5,00","5,00","6,00","5,00","5,00","7,00","23,00"
spec_09,res_01090101,"45,00","43,00","45,00","36,00","29,00","10,00","18,00","151,00"
spec_09,res_01090502,"13,00","17,00","14,00","14,00","12,00","1,00","0,00","23,00"
spec_09,res_01062600,"12,00","26,00","11,00","7,00","18,00","1,00","2,00","32,00"
spec_09,res_01064100,"9,00","7,00","6,00","12,00","15,00","2,00","4,00","17,00"
spec_09,res_01088200,"6,00","5,00","6,00","5,00","2,00","1,00","3,00","21,00"
spec_09,res_01012001,"13,00","9,00","9,00","8,00","7,00","4,00","4,00","26,00"
spec_09,res_01012002,"9,00","10,00","9,00","12,00","6,00","2,00","5,00","29,00"
spec_09,res_01063200,"8,00","4,00","2,00","6,00","4,00","0,00","3,00","12,00"
spec_09,res_01012402,"10,00","7,00","10,00","11,00","9,00","3,00","4,00","28,00"
spec_09,res_01000902,"3,00","4,00","4,00","4,00","5,00","2,00","3,00","14,00"
spec_09,res_01012401,"13,00","14,00","11,00","11,00","11,00","4,00","6,00","33,00"
spec_09,res_01000901,"5,00","7,00","4,00","4,00","5,00","4,00","2,00","21,00"
spec_09,res_01090701,"13,00","10,00","11,00","10,00","9,00","6,00","4,00","34,00"
spec_09,res_01001100,"7,00","10,00","7,00","6,00","6,00","5,00","6,00","35,00"
spec_09,res_01089200,"10,00","9,00","8,00","8,00","7,00","2,00","3,00","21,00"
spec_09,res_01001901,"6,00","4,00","5,00","4,00","4,00","3,00","3,00","20,00"
spec_09,res_01061100,"14,00","9,00","12,00","7,00","16,00","2,00","2,00","23,00"
spec_09,res_01061800,"20,00","20,00","21,00","16,00","21,00","1,00","3,00","44,00"
spec_09,res_01000402,"7,00","6,00","6,00","6,00","3,00","5,00","4,00","28,00"
spec_09,res_01000403,"6,00","3,00","5,00","5,00","3,00","4,00","5,00","17,00"
spec_09,res_01000401,"3,00","3,00","4,00","4,00","5,00","4,00","2,00","19,00"
spec_09,res_01064200,"11,00","6,00","12,00","3,00","12,00","1,00","5,00","14,00"
spec_24,res_01002601,"3,00","3,00","4,00","3,00","3,00","2,00","2,00","33,00"
spec_24,res_01000801,"4,00","5,00","3,00","4,00","4,00","4,00","4,00","25,00"
spec_24,res_01000901,"4,00","3,00","3,00","4,00","3,00","3,00","2,00","11,00"
spec_24,res_01090501,"4,00","5,00","4,00","5,00","3,00","2,00","2,00","18,00"
spec_24,res_01090600,"4,00","3,00","5,00","4,00","4,00","3,00","2,00","29,00"
spec_24,res_01001300,"24,00","11,00","10,00","8,00","10,00","3,00","3,00","119,00"
spec_24,res_01090701,"3,00","4,00","4,00","3,00","3,00","3,00","2,00","16,00"
spec_24,res_01000502,"2,00","2,00","4,00","2,00","3,00","2,00","2,00","12,00"
spec_24,res_01000501,"0,00","0,00","0,00","0,00","1,00","0,00","1,00","1,00"
spec_24,res_01090302,"5,00","5,00","5,00","6,00","5,00","3,00","2,00","36,00"
spec_24,res_01008500,"3,00","2,00","4,00","2,00","3,00","3,00","2,00","13,00"
spec_67,res_01000801,"2,00","1,00","1,00","1,00","2,00","1,00","1,00","2,00"
spec_67,res_01090400,"1,00","1,00","1,00","1,00","2,00","1,00","0,00","3,00"
spec_67,res_01090600,"7,00","5,00","5,00","2,00","4,00","2,00","2,00","9,00"
spec_67,res_01001200,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00"
spec_67,res_01002605,"1,00","0,00","0,00","0,00","1,00","0,00","0,00","1,00"
spec_67,res_01000300,"1,00","2,00","2,00","1,00","1,00","1,00","0,00","3,00"
spec_67,res_01000501,"1,00","0,00","1,00","1,00","1,00","0,00","1,00","2,00"
spec_67,res_01002604,"0,00","0,00","0,00","1,00","0,00","0,00","0,00","1,00"
spec_67,res_01090302,"2,00","1,00","1,00","1,00","0,00","0,00","0,00","3,00"
spec_67,res_01090101,"9,00","10,00","8,00","8,00","8,00","3,00","3,00","18,00"
spec_67,res_01090301,"4,00","3,00","3,00","3,00","2,00","2,00","4,00","9,00"
spec_67,res_01008500,"5,00","4,00","4,00","4,00","4,00","3,00","3,00","10,00"
spec_67,res_01012001,"1,00","1,00","1,00","1,00","0,00","1,00","0,00","1,00"
spec_67,res_01012002,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00"
spec_67,res_01000901,"1,00","1,00","1,00","1,00","1,00","0,00","1,00","1,00"
spec_67,res_01090501,"4,00","6,00","5,00","6,00","3,00","2,00","2,00","15,00"
spec_67,res_01000700,"1,00","2,00","0,00","1,00","2,00","1,00","1,00","2,00"
spec_67,res_01090702,"0,00","0,00","2,00","1,00","1,00","0,00","0,00","2,00"
spec_67,res_01012401,"1,00","0,00","1,00","1,00","0,00","0,00","0,00","1,00"
spec_67,res_01090701,"2,00","2,00","2,00","1,00","1,00","2,00","1,00","4,00"
spec_67,res_01001100,"1,00","1,00","2,00","1,00","1,00","1,00","0,00","3,00"
spec_67,res_01089200,"5,00","4,00","3,00","3,00","3,00","1,00","1,00","7,00"
spec_67,res_01000602,"1,00","1,00","2,00","1,00","1,00","0,00","0,00","2,00"
spec_67,res_01000601,"2,00","1,00","1,00","1,00","2,00","0,00","2,00","2,00"
spec_67,res_01012601,"2,00","1,00","2,00","0,00","1,00","1,00","0,00","2,00"
spec_67,res_01090201,"4,00","3,00","4,00","3,00","2,00","1,00","0,00","6,00"
spec_67,res_01090203,"1,00","2,00","1,00","1,00","1,00","0,00","0,00","2,00"
spec_56,res_01063300,"2,00","3,00","1,00","3,00","2,00","2,00","0,00","18,00"
spec_56,res_01089700,"2,00","2,00","2,00","2,00","2,00","0,00","0,00","23,00"
spec_56,res_01000801,"2,00","2,00","2,00","2,00","1,00","1,00","2,00","19,00"
spec_56,res_01065600,"4,00","3,00","3,00","3,00","3,00","0,00","0,00","22,00"
spec_56,res_01000802,"2,00","1,00","2,00","1,00","2,00","1,00","0,00","15,00"
spec_56,res_01089300,"17,00","10,00","10,00","11,00","10,00","0,00","0,00","209,00"
spec_56,res_01061400,"6,00","5,00","7,00","5,00","5,00","1,00","1,00","76,00"
spec_56,res_01000503,"7,00","9,00","5,00","5,00","7,00","4,00","5,00","32,00"
spec_56,res_01064700,"8,00","5,00","7,00","6,00","6,00","7,00","0,00","62,00"
spec_56,res_01000501,"1,00","2,00","1,00","1,00","1,00","1,00","0,00","4,00"
spec_56,res_01062000,"4,00","4,00","3,00","3,00","3,00","1,00","0,00","50,00"
spec_56,res_01008500,"5,00","3,00","3,00","3,00","3,00","1,00","1,00","24,00"
spec_56,res_01089800,"5,00","6,00","6,00","6,00","6,00","0,00","0,00","75,00"
spec_56,res_01090501,"8,00","5,00","5,00","5,00","3,00","0,00","0,00","49,00"
spec_56,res_01065100,"5,00","6,00","5,00","5,00","5,00","5,00","0,00","55,00"
spec_56,res_01061700,"10,00","9,00","9,00","10,00","8,00","1,00","0,00","103,00"
spec_56,res_01089000,"2,00","1,00","1,00","2,00","1,00","0,00","0,00","17,00"
spec_56,res_01062300,"8,00","8,00","8,00","9,00","8,00","0,00","0,00","154,00"
spec_56,res_01064400,"5,00","6,00","5,00","4,00","3,00","1,00","0,00","82,00"
spec_56,res_01002701,"5,00","5,00","5,00","5,00","5,00","2,00","1,00","41,00"
spec_56,res_01064800,"6,00","5,00","7,00","5,00","6,00","1,00","0,00","59,00"
spec_56,res_01002303,"2,00","2,00","2,00","2,00","2,00","0,00","0,00","14,00"
spec_56,res_01002702,"2,00","2,00","2,00","2,00","2,00","0,00","0,00","20,00"
spec_56,res_01002304,"4,00","3,00","4,00","3,00","3,00","0,00","0,00","60,00"
spec_56,res_01003003,"2,00","2,00","2,00","2,00","2,00","0,00","0,00","17,00"
spec_56,res_01003002,"2,00","2,00","2,00","2,00","2,00","0,00","0,00","16,00"
spec_56,res_01000602,"2,00","2,00","3,00","3,00","2,00","0,00","0,00","22,00"
spec_56,res_01062700,"4,00","4,00","2,00","4,00","4,00","2,00","0,00","32,00"
spec_56,res_01064000,"8,00","6,00","9,00","7,00","6,00","4,00","0,00","58,00"
spec_56,res_01090201,"1,00","1,00","1,00","1,00","2,00","0,00","0,00","11,00"
spec_56,res_01090203,"2,00","3,00","2,00","6,00","2,00","1,00","1,00","26,00"
spec_56,res_01063500,"14,00","9,00","9,00","9,00","3,00","5,00","1,00","89,00"
spec_56,res_01062900,"11,00","8,00","8,00","9,00","10,00","1,00","1,00","134,00"
spec_56,res_01090400,"3,00","2,00","3,00","3,00","3,00","0,00","0,00","10,00"
spec_56,res_01090800,"14,00","5,00","3,00","2,00","1,00","1,00","1,00","36,00"
spec_56,res_01001200,"8,00","3,00","2,00","1,00","1,00","0,00","0,00","10,00"
spec_56,res_01063900,"5,00","6,00","4,00","5,00","3,00","1,00","1,00","60,00"
spec_56,res_01061600,"3,00","5,00","3,00","4,00","4,00","4,00","4,00","26,00"
spec_56,res_01061200,"6,00","5,00","5,00","4,00","5,00","1,00","1,00","35,00"
spec_56,res_01063100,"5,00","7,00","5,00","7,00","5,00","2,00","0,00","58,00"
spec_56,res_01089100,"18,00","19,00","11,00","10,00","10,00","1,00","0,00","204,00"
spec_56,res_01062200,"4,00","5,00","4,00","5,00","4,00","1,00","0,00","54,00"
spec_56,res_01092000,"19,00","20,00","19,00","19,00","23,00","3,00","3,00","292,00"
spec_56,res_01002602,"2,00","2,00","3,00","2,00","1,00","0,00","0,00","21,00"
spec_56,res_01002601,"3,00","3,00","2,00","2,00","2,00","1,00","0,00","47,00"
spec_56,res_01002606,"3,00","2,00","3,00","2,00","2,00","0,00","0,00","19,00"
spec_56,res_01064900,"4,00","4,00","4,00","4,00","4,00","1,00","0,00","29,00"
spec_56,res_01000300,"3,00","1,00","2,00","2,00","2,00","0,00","0,00","12,00"
spec_56,res_01090502,"2,00","2,00","2,00","2,00","2,00","0,00","0,00","14,00"
spec_56,res_01062600,"7,00","4,00","4,00","6,00","9,00","0,00","0,00","44,00"
spec_56,res_01064100,"6,00","4,00","4,00","5,00","5,00","6,00","0,00","36,00"
spec_56,res_01012001,"2,00","3,00","9,00","4,00","15,00","0,00","0,00","79,00"
spec_56,res_01012002,"3,00","2,00","2,00","2,00","1,00","0,00","0,00","18,00"
spec_56,res_01063200,"3,00","2,00","3,00","2,00","2,00","1,00","0,00","31,00"
spec_56,res_01012402,"9,00","7,00","5,00","3,00","4,00","0,00","0,00","36,00"
spec_56,res_01090703,"5,00","5,00","8,00","5,00","5,00","1,00","0,00","68,00"
spec_56,res_01000901,"1,00","1,00","1,00","2,00","2,00","1,00","1,00","10,00"
spec_56,res_01065700,"12,00","10,00","8,00","7,00","7,00","1,00","1,00","88,00"
spec_56,res_01061500,"5,00","1,00","4,00","4,00","1,00","1,00","0,00","36,00"
spec_56,res_01001903,"4,00","4,00","4,00","4,00","3,00","1,00","1,00","28,00"
spec_56,res_01089200,"1,00","2,00","2,00","1,00","3,00","1,00","0,00","15,00"
spec_56,res_01061100,"4,00","4,00","4,00","2,00","3,00","2,00","2,00","29,00"
spec_56,res_01062100,"11,00","12,00","11,00","9,00","12,00","1,00","1,00","129,00"
spec_56,res_01092100,"22,00","24,00","25,00","28,00","25,00","0,00","0,00","304,00"
spec_56,res_01064600,"4,00","4,00","3,00","3,00","4,00","0,00","0,00","50,00"
spec_56,res_01000403,"2,00","2,00","4,00","2,00","3,00","0,00","1,00","23,00"
spec_56,res_01000401,"2,00","1,00","1,00","1,00","1,00","0,00","0,00","13,00"
spec_38,res_01089700,"0,00","0,00","1,00","2,00","1,00","0,00","0,00","3,00"
spec_38,res_01000801,"3,00","5,00","4,00","4,00","3,00","3,00","5,00","20,00"
spec_38,res_01090400,"5,00","4,00","4,00","4,00","5,00","3,00","6,00","13,00"
spec_38,res_01090600,"9,00","10,00","9,00","10,00","8,00","2,00","7,00","23,00"
spec_38,res_01090800,"7,00","9,00","6,00","6,00","5,00","2,00","2,00","15,00"
spec_38,res_01007901,"7,00","9,00","3,00","5,00","8,00","2,00","2,00","18,00"
spec_38,res_01061200,"7,00","1,00","5,00","1,00","5,00","0,00","1,00","7,00"
spec_38,res_01061000,"6,00","2,00","6,00","5,00","4,00","3,00","1,00","8,00"
spec_38,res_01002603,"9,00","5,00","6,00","5,00","4,00","2,00","3,00","13,00"
spec_38,res_01002601,"3,00","6,00","7,00","4,00","1,00","1,00","1,00","10,00"
spec_38,res_01002605,"1,00","1,00","4,00","1,00","2,00","1,00","3,00","5,00"
spec_38,res_01000502,"0,00","1,00","0,00","1,00","0,00","0,00","0,00","1,00"
spec_38,res_01000300,"10,00","10,00","8,00","10,00","7,00","2,00","3,00","17,00"
spec_38,res_01000501,"7,00","1,00","7,00","6,00","4,00","2,00","2,00","9,00"
spec_38,res_01002604,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00"
spec_38,res_01090302,"4,00","4,00","3,00","3,00","5,00","1,00","1,00","6,00"
spec_38,res_01090101,"20,00","16,00","17,00","17,00","14,00","3,00","4,00","36,00"
spec_38,res_01090102,"0,00","1,00","0,00","0,00","0,00","0,00","0,00","1,00"
spec_38,res_01008500,"7,00","7,00","5,00","4,00","6,00","1,00","1,00","10,00"
spec_38,res_01012001,"3,00","10,00","3,00","5,00","8,00","2,00","2,00","10,00"
spec_38,res_01063200,"8,00","9,00","7,00","10,00","3,00","0,00","6,00","14,00"
spec_38,res_01000902,"1,00","4,00","2,00","2,00","2,00","2,00","2,00","5,00"
spec_38,res_01065500,"9,00","0,00","0,00","0,00","0,00","0,00","3,00","9,00"
spec_38,res_01090702,"0,00","3,00","3,00","2,00","1,00","1,00","0,00","4,00"
spec_38,res_01000901,"2,00","4,00","4,00","6,00","4,00","1,00","1,00","9,00"
spec_38,res_01000700,"6,00","5,00","3,00","5,00","4,00","1,00","5,00","11,00"
spec_38,res_01090501,"18,00","9,00","12,00","11,00","10,00","4,00","3,00","23,00"
spec_38,res_01090701,"3,00","13,00","5,00","9,00","8,00","2,00","2,00","20,00"
spec_38,res_01001100,"5,00","4,00","2,00","4,00","2,00","2,00","4,00","10,00"
spec_38,res_01090901,"0,00","0,00","1,00","0,00","0,00","0,00","0,00","1,00"
spec_38,res_01089200,"6,00","7,00","6,00","4,00","6,00","0,00","0,00","8,00"
spec_38,res_01001700,"8,00","6,00","8,00","4,00","8,00","1,00","3,00","13,00"
spec_38,res_01001903,"0,00","0,00","0,00","0,00","0,00","1,00","0,00","1,00"
spec_38,res_01001901,"3,00","2,00","3,00","3,00","5,00","1,00","3,00","6,00"
spec_38,res_01000402,"5,00","3,00","2,00","4,00","1,00","0,00","0,00","6,00"
spec_38,res_01002301,"8,00","2,00","2,00","7,00","2,00","1,00","1,00","9,00"
spec_38,res_01003001,"6,00","9,00","6,00","6,00","6,00","3,00","2,00","13,00"
spec_38,res_01012601,"7,00","10,00","4,00","8,00","8,00","3,00","3,00","17,00"
spec_26,res_01089700,"8,00","6,00","7,00","6,00","6,00","1,00","0,00","42,00"
spec_26,res_01000801,"11,00","12,00","11,00","12,00","11,00","10,00","10,00","97,00"
spec_26,res_01090600,"16,00","13,00","16,00","11,00","10,00","9,00","9,00","85,00"
spec_26,res_01000802,"7,00","6,00","6,00","7,00","5,00","6,00","6,00","37,00"
spec_26,res_01065600,"4,00","3,00","2,00","2,00","2,00","0,00","2,00","8,00"
spec_26,res_01007901,"10,00","10,00","10,00","10,00","10,00","10,00","6,00","58,00"
spec_26,res_01007905,"5,00","8,00","5,00","5,00","5,00","4,00","3,00","31,00"
spec_26,res_01007904,"5,00","6,00","6,00","6,00","4,00","5,00","4,00","30,00"
spec_26,res_01007903,"5,00","4,00","7,00","5,00","5,00","4,00","3,00","32,00"
spec_26,res_01007902,"4,00","4,00","3,00","4,00","5,00","3,00","2,00","26,00"
spec_26,res_01061000,"10,00","6,00","10,00","4,00","6,00","2,00","2,00","18,00"
spec_26,res_01064300,"6,00","5,00","4,00","2,00","2,00","1,00","0,00","13,00"
spec_26,res_01000503,"8,00","8,00","6,00","7,00","6,00","3,00","2,00","108,00"
spec_26,res_01000502,"11,00","7,00","7,00","9,00","6,00","3,00","3,00","140,00"
spec_26,res_01000501,"9,00","7,00","9,00","10,00","10,00","4,00","5,00","106,00"
spec_26,res_01062800,"2,00","2,00","2,00","1,00","1,00","1,00","1,00","7,00"
